,name,age,location,gender,join_date,total tweets,followers,following,verified,tweet,likes,retweets,date,word count,launguage,is quote,hashtags,trending,tweet id
599,mosaichaerts,,,,2022-03-29,4514,8,84,False,RT @filterdalso: #JIMIN vibe✨️ https://t.co/3l0elsA6Bx,0,1257,2023-01-09,5,en,False,"[{'text': 'JIMIN', 'indices': [17, 23]}]",,1612459927003607041
600,adrshya10,,India,,2022-11-05,5899,256,372,False,"RT @adrshya111: Let yourself be happy, you deserve it.

~invisible 

CHOUDHARY SIBLINGS REUNION",0,11,2023-01-09,12,en,False,[],"['#GurinderDhawan', '#CrazyDealsoniPhone', '#GetOutRavi', '#VarisuBORampageIn2D', '#MissionMajnu', 'VIRTUOUS SOUL MUNAWAR', 'Bumrah', 'Inspired By Sushant', 'Naseem Shah', 'Bear Grylls', 'CHOUDHARY SIBLINGS REUNION', 'Rohit Sharma', 'Ishan', '$KKMA', 'iPhone 14', 'Zerodha', 'ODIs', 'Kolar', 'Assembly', 'FANS DEMAND ANKIT IN BB', 'राहुल गांधी', 'SSRCase A Turning Point', 'Indore', '#DominantTHUNIVUBookings', '#Edge30FusionVivaMagenta', '#देश_की_आवाज़_राहुल', '#MassMogudu', '#VanakkamUPGIS23', '#MotorolaXPantoneColourOf2023', '#motoxstylelistings', '#CelebrationOfVarisu', '#UPSCCompensatoryAttempt2023', '#ChickenBigMacLaunch', '#PakistanEconomy', '#UPSCAspirantsProtest', '#Amul', '#RSSodhi', '#SidharthMalhotra', '#tcsq3', '#slicepurplemonth', '#VeeraSimhaReddyOnJan12th', '#SaalNahi_Salaar_Hai', '#Goodachari2', '#PathaanTrailerTomorrow', '#DwainePretorius', '#FatimaSheikh', '#MoonRiseOutTomorrow', '#ShaakuntalamTrailer', '#realme10', '#caresults']",1612459926990852097
601,NongNam_Anjana,,Bangkok Thailand,,2011-06-20,17922,162,213,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4166,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]","['#TRAViZGOxJamFilm', '#y2kDMDCallingYou', '#DentisteLoveLISA', '#DestinyClinicYinWar', '#HalongtalkEP2', '#Chapter0', '#ParkJinYoung', '#HappyJourneyOhmThitiwat', '#WeTVawards2022XYoungjae', '#ดงดอกไม้EP12', '#TheWarpEffectEP5', '#อุคจอง', '#WeTVArtistOfTheYear', '#BHEntertainment', '#600KloveforBarcode', '#เคหาสน์นางคอยep9', '#PimBNK48', '#WeTVth', '#1MMyStarlightMV', '#ข้างกันจนครบ2Mแล้ว', '#สุดสัปดาห์คนหล่อขอทําดี', '#คนหล่อขอทําดีปี16', '#รวมไทยสร้างชาติ', '#SudsapdaxKonlor', '#MBbetweenUsMV', '#น้องอาซาร์ของพี่กลัฟ', '#yinyiny_anw', '#บาสเด็กอ้วนที่แท้จริง', '#TRAViZGOxZeeNuNew', '#nomin', '#DirtyLaundry', '#EngenesApologizeToThaiTeumes', '#ShowMeLoveแค่อยากบอกรัก', '#MTBB', '#khaotungg', '#Nene郑乃馨', '#OpenHouseมข', '#HAPPYJKDAY2023', '#เฟิร์สข้าวตัง', '#ลออจันทร์', '#MarkBam', '#MewBDFM23', '#ATOMxALICE_VotingCollabs', '#DiorSpring23']",1612459926978461697
602,hellothumper,,,,2019-06-30,14966,77,88,False,"RT @shareofmine: พร้อมส่ง New Cafe Knotted Cake Pick มี 2 แบบ 
- Happy Birthday
- Love You
300 Baht/set (รวมส่ง)
✉️ สนใจ dm ค่า
#พรีออเดอร์…",0,2,2023-01-09,21,en,False,[],,1612459926978461696
603,chhajed_shubham,,,,2015-12-30,36113,245,625,False,RT @Suchi_sharma_: Sree Anantha Padmanabhaswamy Temple Mysterious ‘Vault B’ In Kerala !! https://t.co/ilqsAS8rIz,0,125,2023-01-09,13,en,False,[],,1612459926978441216
604,thiagokleber,,,,2009-08-18,8962,19,194,False,"mouthful Decisions, Prosper, Fear. human-like 1)Consider
؟?
نمشے

🔹H80🔹
🔹H80🔹
🔹H80🔹",0,0,2023-01-09,6,en,False,[],,1612459926969802752
605,MoyoMoses5,,"Lagos, Nigeria",,2020-08-31,133925,1214,4984,False,RT @FrankKhalidUK: Kylian Mbappe talking about Zinedine Zidane. 🇫🇷 https://t.co/yeUAYY6F89,0,117,2023-01-09,10,en,False,[],"['#LowkeyByDrSpartaa', '#MondayMotivation', 'Chelsea', 'Potter', '#KongaAt40', '#MCICHE', '#AtikuGate', 'Ojota', 'Tuchel', 'Yoruba Nation', 'Datti', 'Happy New Week', 'BEAUTY X BEENAVY FOREVER', 'BET QUEEN OF BEENAVY', 'Stop Brymo', 'Roberto Martinez', 'Belgium', 'DEAR PHYNA', 'Chew', 'Raymond Dokpesi', 'Channels TV', 'Airtel', 'Portugal', 'PHYNA X PHYNATION FOREVER', 'London', 'Igbo', 'Studied', 'National Theatre', 'CHI CHI IS TURNING 23', 'SWEETNESS AT 23', 'tomorrow is monday', 'IT IS RAINING MIRACLES ALREADY', 'Ward Prowse', 'Christensen', 'Pedri', 'Brekete', 'Jin Mu', 'Mahrez', 'Kessie', 'Gallagher', 'Binani', 'Savic', 'WHERE IS BELLA', 'iFitness', 'Special Purpose Vehicle', 'Weghorst', 'Rufai Oseni', 'SHEGGZ WE STAN', 'Yola', 'Speedy']",1612459926957293569
606,Cric_pitch,,"Nalanda, India",,2022-09-03,888,10,63,False,"RT @talk2anuradha: India mein rehna hai toh, kaabil nahi reserved category bano....  kamyaabi jhak maar ke aayegi !! 

Meritorious students…",0,142,2023-01-09,21,en,False,[],[],1612459926953275392
607,geralaautora,,,,2013-09-22,56071,1081,987,False,RT @blythlie: Being able to afford things you’ve always wanted is such a beautiful feeling.,0,2573,2023-01-09,15,en,False,[],,1612459926949072896
608,Notmrgrey00,,,,2022-03-04,5087,175,288,False,RT @alyssaxtrevino: a girl and her bed on a Sunday is an endless love affair 💕,0,17618,2023-01-09,16,en,False,[],,1612459926940692481
609,greenaway56,,,,2015-02-22,82539,3488,1839,False,Spot on well said 👏👏👏👏👏👏👏👏👏 https://t.co/ysQnB6di4p,0,0,2023-01-09,6,en,True,[],,1612459926923939841
610,papapogs04,,,,2022-10-13,1655,26,971,False,"RT @Fonspromo: $15  | 6 hours

RT &amp; Follow @kriptoperseus  (🔔 )",0,3587,2023-01-09,13,en,False,[],,1612459926923907072
611,RavMoon_,,,,2019-12-10,5389,33,143,False,Wonder of you,0,0,2023-01-09,3,en,False,[],,1612459926923710467
612,MightyMimi7,,Indonesia,,2018-01-09,83311,682,785,False,"RT @spinorbinmusic: BTS' Park Jimin is one of the composers for his upcoming collaboration 'VIBE' with Taeyang, out Friday January 13. 🔥 ht…",0,91,2023-01-09,23,en,False,[],"['#TimnasDay', 'Vietnam', 'Asnawi', 'DAYDREAM CONCEPT CLIP', 'Klok', '#AFFMitsubishiElectricCup', '#gempa', 'Piala Asia', '#styout', 'PSSI', '#y2kDMDCallingYou', 'Gus Muhaimin', 'Van Hau', 'Jordi Amat', 'Pacitan', 'No 5', 'Irianto', 'Rafli', 'Passing', 'Arhan', 'Garuda', 'CHAEWON DOCUMENTARY RELEASE', 'Federasi', 'Dendy', 'Husky', 'Spaso', 'Abimanyu', 'Kerasa', 'Saddil', 'Apresiasi', 'chenle', 'ARMY GRIND HARDER FOR SMA', 'Piala AFF', 'AFF 2022', 'Venna Melinda', 'Nadeo', 'Portugal', 'Samoyed', 'Rizky Ridho', 'Guru SD', 'PKB Bersama', 'NOMIN JAYA JAYA JAYA', 'Ponorogo', 'Ferry Irawan', 'Nguyen', 'Selesai', 'Bantul', 'Split', 'KDRT', 'Kenceng']",1612459926915543040
613,_tiyanna__,,,,2012-03-03,8762,989,2651,False,RT @badbbyaera: when you &amp; bae done smoking and you ready for some dick now https://t.co/cjX6AOCPYa,0,308,2023-01-09,16,en,False,[],,1612459926915366912
614,thismomroars,,,,2018-07-25,14413,511,2739,False,"RT @DavidMeyers6: Today, 10am #TTC Board hears deputations from residents on its 2023 budget. Jan. 17 &amp; 18, people can also depute on this…",0,1,2023-01-09,24,en,False,"[{'text': 'TTC', 'indices': [30, 34]}]",,1612459926911344640
615,Professor_Koa,,"Australia, TX",,2021-02-12,10146,678,2840,False,"RT @SupercuteNFT: Happening today at 11:30AM EST! 

NFT Hot Topics 🌶️ &amp; more with @AshleyDCan @TheToyInventor @michelangelo721 and other fr…",0,11,2023-01-09,20,en,False,[],"['#TheBachelorsAU', '#HarryTheInterview', 'Brazil', 'Dutton', 'Australia Day', 'Prince Harry', 'Packers', '#DETvsGB', 'Camilla', '#abc730', 'Fraser', 'Lions', 'Ken Wyatt', '#AusOpen', 'Saint Gurmeet Ram Rahim Ji', 'Inside Job', 'Royal Family', 'Agar', 'Rodgers', 'APPLETV SAVE WARRIOR NUN', 'Speers', 'marcia langton', 'Lula', 'Charles', 'The Voice', 'Warner', 'Diana', 'Travis Head', 'Alan Jones', 'Meghan', 'Green Bay', 'Potter', 'Amanda Stoker', 'Seahawks', 'fischer mcasey', 'Crows', 'Boland', 'Tennis Australia', 'Spud', 'Piers', 'Albo', 'Oprah', 'Texans', 'Rina', 'Aboriginal', 'Jair Bolsonaro', 'narty', 'Caleb Jewell', 'Lidia', 'Dan Campbell']",1612459926907129860
616,joliegrrl,,,,2022-10-03,1525,88,72,False,U don’t know pain until you experience being tucked.,0,0,2023-01-09,9,en,False,[],,1612459926902956033
617,mary_maurillo,,,,2022-05-02,234,10,447,False,RT @RonnyJacksonTX: The social security numbers of THOUSANDS of conservatives were leaked by the January 6th committee. I don’t believe for…,0,5503,2023-01-09,21,en,False,[],,1612459926898499592
618,dowjone620,,,,2022-09-16,7865,17,0,False,"Best discord group over 80k members and even have their own app join here 
https://t.co/Qql6oCbuXe

$KNDI $KYNC $FDFT $LLBO $EMED 
$COIN $AMC $GME $BB $TSLA $AHT $VXIT https://t.co/afhJ9mRBWO",0,0,2023-01-09,27,en,False,[],,1612459926890360834
619,purplewanyin,,,,2016-11-01,295178,281,156,False,"RT @shyjjmn: I cry every time 
https://t.co/eazV9DiSS7",0,2063,2023-01-09,7,en,False,[],,1612459926886154241
620,hikaecart,,,,2021-05-11,12201,685,804,False,RT @skwsz: im proud engenes never gave black ocean https://t.co/P3dK2xA2gz,0,1593,2023-01-09,10,en,False,[],,1612459926881988608
621,ArkansasBlog,,,,2008-11-03,113738,35438,586,False,"RT @JoeSudbay: Houston Chronicle 4/22/22: Gov. Greg Abbott truck inspections turned up zero drugs, migrants but cost Texas $4.2 billion
htt…",0,181,2023-01-09,20,en,True,[],,1612459926881714176
622,yassine_chabbak,,,,2022-01-12,1,0,86,False,"RT @PrimeHydrate: TO CELEBRATE 300K FOLLOWERS🤝

We are giving 10 people - one case of PRIME ENERGY each!⚡️

To Enter : 
•Must be 18+
•Follo…",0,10414,2023-01-09,22,en,False,[],,1612459926869123079
623,petalaskovaa,,,,2021-12-06,1333,170,469,False,RT @BuffWomanOTD: Muscular woman of the day is Abby Anderson from Last of Us 2 https://t.co/6kMTDeyRty,0,2705,2023-01-09,16,en,False,[],,1612459926852632576
624,Local_Yuji,,,,2022-12-09,23,1,15,False,RT @majunjuu: an idea? idk https://t.co/gLIILextEr,0,3171,2023-01-09,6,en,False,[],,1612459926852407300
625,lauraleedooley,,,,2007-05-30,22044,3386,4314,False,A decade on: How the horsemeat scandal changed the way the world thinks of food safety https://t.co/QRwPd5XhPa,0,0,2023-01-09,17,en,False,[],,1612459926852362240
626,AlgoTraffic,,Alabama,,2013-04-25,406270,5420,37,False,RT @algo_mgm: Minor Crash cleared on US231/AL210/Ross Clark Cir both dir. @ MP 0.7 at Vanderbilt Drive in Dothan.,0,1,2023-01-09,19,en,False,[],[],1612459926843957249
627,bp_ikon,,,,2018-06-28,236881,98,287,False,"RT @entknews: 'LISA' Special Greet: 
""DENTISTE' Presents Confident Smile with Lisa"" #리사 #ลิซ่า #Lisa #LALISA #BLACKPINK  #dentistexlisa #en…",0,98,2023-01-09,18,en,False,"[{'text': '리사', 'indices': [84, 87]}, {'text': 'ลิซ่า', 'indices': [88, 94]}, {'text': 'Lisa', 'indices': [95, 100]}, {'text': 'LALISA', 'indices': [101, 108]}, {'text': 'BLACKPINK', 'indices': [109, 119]}, {'text': 'dentistexlisa', 'indices': [121, 135]}]",,1612459926835847168
628,JjCc_Me_,,,,2022-06-01,3866,176,392,False,RT @EmeraldRobinson: Sudden Invented Syndrome Syndrome: The syndrome where political elites and Big Pharma and MSM suddenly invent new medi…,0,691,2023-01-09,20,en,False,[],,1612459926831366146
629,cmlkrclk,,,,2010-09-14,5704,29,21,False,"architect Majored babble. Faithful, Emma Tea.
؟?
نمشے

🔹CX10🔹
🔹CX10🔹
🔹CX10🔹",0,0,2023-01-09,6,en,False,[],,1612459926827196422
630,hunterbtco,,,,2013-11-07,30952,122,47,False,“There are two types of people who will tell you that you cannot make a difference in this world: those who are afraid to try and those who are afraid you will succeed.”- Ray Goforth,0,0,2023-01-09,35,en,False,[],,1612459926814875651
631,AlicesAthletics,,,,2012-03-20,5222,1882,7,False,New Story: Alices Fall to Evansville Bosse https://t.co/btVWtwhLES,0,0,2023-01-09,8,en,False,[],,1612459926806491140
632,yaudear,24.0,Republic of the Philippines,,2020-12-30,25316,175,4263,False,"RT @Mattskii45: $10 in 60 minutes 

RT &amp; like 
Follow me @Mattskii45 

#MattskiLegit",0,1171,2023-01-09,13,en,False,"[{'text': 'MattskiLegit', 'indices': [75, 88]}]",[],1612459926793879557
633,_swee_sforu,,,,2020-01-13,25664,87,835,False,RT @ajyunais: OH MY FUCKING GOD ARE YOU ALL SEEING HER???? https://t.co/IwphaktvMJ,0,33,2023-01-09,12,en,False,[],,1612459926789697538
634,LauraDoodlesToo,,,,2021-05-04,37966,12488,3510,False,"RT @17yavaro: NFT Nº 107 #CleanNFT on @objktcom https://t.co/fiIkviLcAp 

Art name: NoFaceDotsGif1

1080 x 1350 GIF

Single Edition
Price:…",0,12,2023-01-09,16,en,False,"[{'text': 'CleanNFT', 'indices': [25, 34]}]",,1612459926789529605
635,minaszorells,,,,2019-07-05,23220,589,348,False,graduating to go back to school to graduate just to go back to school just to make a decent amount of money https://t.co/vYiNMTbeRU,0,0,2023-01-09,23,en,False,[],,1612459926776909827
636,JrGellein,,"Alberta, Canada",,2016-11-27,2480,10086,6301,False,RT @SpencerFernando: Poilievre’s critics on the right should realize he is the most pro-freedom party leader this country has had in some t…,0,104,2023-01-09,23,en,False,[],[],1612459926772928519
637,RambowZ0,,,,2021-06-05,1779,69,118,False,RT @LorettaKrypto: @nocontextfooty The real GOAT🐐 https://t.co/zYH8XTFPO7,0,14,2023-01-09,7,en,False,[],,1612459926772744193
638,Tontan86796001,,,,2021-10-20,31683,10,33,False,RT @lali_031827: are we jealous? yes we are https://t.co/65F9T3TXND,0,317,2023-01-09,9,en,False,[],,1612459926764552196
639,chococonei,,,,2017-05-21,89317,1033,1297,False,RT @eokie723: blessing your tl with flying jaehyuk again https://t.co/qH4LFSyWFe,0,25,2023-01-09,10,en,False,[],,1612459926760361986
640,pratikkifan12,,,,2022-01-31,29893,90,32,False,"RT @ImShaaan: If you can’t explain it simply, you don’t understand it well enough

FANS DEMAND ANKIT IN BB",0,8,2023-01-09,18,en,False,[],,1612459926760181762
641,bluelovaticx_,,,,2012-07-04,18475,879,1646,False,"RT @avanunice: ⚠️ JAN 10 - JAN 16 PHRASES ⚠️
• BEGIN using phrases at 5PM GMT ONLY, NOT BEFORE.
• check for ALL info in the POSTER
• SAVE D…",0,56,2023-01-09,28,en,False,[],,1612459926751789059
642,Spen073,,,,2021-05-29,42452,743,617,False,Should the pictures in BOT remain as 2d art or 3d renders?,0,0,2023-01-09,12,en,False,[],,1612459926747766785
643,g8rllmary,,"Paris, France",,2022-12-10,114,5,5,False,RT @v9gkiD: rude #talkximg,0,10,2023-01-09,4,en,False,"[{'text': 'talkximg', 'indices': [17, 26]}]","['Stade de France', 'Zidane', 'Le Graet', 'Zizou', 'Deschamps', 'Brésil', 'Lula', '#MondayMotivation', 'Brasilia', 'Indochine', '#FreebetWinamax', '#Balkany', '#MCICHE', 'Kylian', '#chasse', 'Bartoli', 'Benzema', 'Julien Stéphan', 'Salty', 'Capitole', 'Keller', 'Tilted', 'Congrès', 'Lucien Favre', 'Rekkles', 'Trump', 'Russell Banks', 'Pedri', ""J'aime"", 'La FFF', 'Malinovskyi', 'Xavi', 'Kyks', 'Molina', 'Jair Bolsonaro', 'Mitterrand', 'Perpignan', 'Savic', 'Roberto Martinez', 'Mahrez', 'Napoléon III', 'Inside Job', 'Pleasant', 'Platini', '2 Bercy', 'Jeff Hardy', ""L'extrême"", 'Aya le 27', 'Fédé', 'Busquets']",1612459926730997762
644,wadzingi,,Nigeria,,2012-05-29,13165,369,243,False,RT @JoelOsteen: God didn’t create anyone average. He didn’t make anyone ordinary. He calls you a masterpiece. He put greatness in you. Ther…,0,858,2023-01-09,23,en,False,[],"['#LowkeyByDrSpartaa', '#MondayMotivation', 'Chelsea', 'Potter', '#KongaAt40', '#MCICHE', '#AtikuGate', 'Ojota', 'Tuchel', 'Yoruba Nation', 'Happy New Week', 'BEAUTY X BEENAVY FOREVER', 'BET QUEEN OF BEENAVY', 'Stop Brymo', 'Roberto Martinez', 'Belgium', 'DEAR PHYNA', 'Chew', 'Raymond Dokpesi', 'Channels TV', 'Airtel', 'Portugal', 'PHYNA X PHYNATION FOREVER', 'London', 'Igbo', 'Studied', 'National Theatre', 'CHI CHI IS TURNING 23', 'SWEETNESS AT 23', 'tomorrow is monday', 'IT IS RAINING MIRACLES ALREADY', 'Ward Prowse', 'Christensen', 'Pedri', 'Brekete', 'Jin Mu', 'Mahrez', 'Kessie', 'Gallagher', 'Binani', 'Savic', 'WHERE IS BELLA', 'iFitness', 'Special Purpose Vehicle', 'Weghorst', 'SHEGGZ WE STAN', 'Rufai Oseni', 'Yola', 'Speedy', 'Araujo']",1612459926730801152
645,israology,,,,2022-04-10,2646,173,424,False,"RT @grosmorne29: If international law meant something other than white people's law, this would be considered illegal. EVERY HUMAN has the…",0,321,2023-01-09,21,en,False,[],,1612459926730772480
646,Jennifermugish,,"Copenhagen, Denmark",,2020-12-08,326,388,400,False,"There is a way you feel happy when you have just booked your next visit to another country 😊😉

Ok, happy new week.. how’s your week going so far ? 

#travel #lifeabroad",0,0,2023-01-09,31,en,False,"[{'text': 'travel', 'indices': [149, 156]}, {'text': 'lifeabroad', 'indices': [157, 168]}]",[],1612459926726774784
647,WAPANES3,,,,2018-12-15,13930,82,475,False,we BACK https://t.co/aBylI15G1X https://t.co/JRYMKgjaF4,0,0,2023-01-09,4,en,True,[],,1612459926714040320
648,Flordagrl1,,"Florida, USA",,2018-09-02,68813,2520,1605,False,"RT @SanteenaR: BREAKING!!!!!

Ex-Trump Aide Jason Miller Detained in Brazil for ‘Anti-Democratic Acts’ https://t.co/XK45RoCyAB",0,121,2023-01-09,13,en,False,[],[],1612459926709755904
649,Gabriela_bouvie,,,,2022-11-18,171,3,54,False,RT @girluxury: girls who think everyone is jealous of them or copy them really are the most insecure,0,745,2023-01-09,18,en,False,[],,1612459926709747714
650,RoughneckIshaan,,,,2022-11-23,128,4,16,False,RT @AlphaEra: ZERO ACTUAL EVIDENCE to support the allegations against @cobratate  https://t.co/8APdGB9icA,0,149,2023-01-09,13,en,False,[],,1612459926705823744
651,chris_zman,,,,2022-04-26,5272,151,263,False,"RT @BuckSexton: There should be so many people who are deeply ashamed of the role they played in forcing the Covid vaxx on others 

Yet the…",0,723,2023-01-09,26,en,False,[],,1612459926705803264
652,jkthvflower,,,,2018-10-12,113764,155,246,False,"RT @allloftaekook: I will never let you all forgot about  when Harry said ""The freedom is yours"" to someone in the crowd and Taehyung put h…",0,412,2023-01-09,27,en,False,[],,1612459926701625344
653,JessamaeSese21,,,,2019-05-11,29931,482,515,False,RT @Iinibeh: Suddenly remembered how hot Lisa was in that lilifilm wearing CK 🔥🔥 https://t.co/CYueLEKyhK,0,47,2023-01-09,15,en,False,[],,1612459926697439232
654,obanionamanda1,,,,2020-11-18,1859,305,1242,False,RT @CollinRugg: NEW: Matt Gaetz calls for the exoneration of Jan 6 attendees who were wrongfully targeted by the far-left January 6 committ…,0,618,2023-01-09,23,en,False,[],,1612459926697431042
655,munawarKJW2,,,,2022-11-20,1765,97,147,False,"Motivational... 

VIRTUOUS SOUL MUNAWAR",0,0,2023-01-09,4,en,False,[],,1612459926693216258
656,shadowvex42,,United Kingdom,,2018-08-27,54899,100,250,False,"RT @aryelsereio: Solatorobo: Red the Hunter! ✨🐺

Commission for my dear friend @/twero https://t.co/rdXpEvq0SU",0,561,2023-01-09,13,en,False,[],[],1612459926692970496
657,KarthiJoseph5,,"Tamil Nadu, India",,2019-06-05,59225,2224,2100,False,"RT @IMDb_in: 2023 is off to a great start! ✨⚡Here is the list of the Most Anticipated Indian Movies of 2023. 🌻

Which release are you looki…",0,3140,2023-01-09,26,en,False,[],[],1612459926689054721
658,zookeeperFTW,,,,2009-04-16,66772,1176,2068,False,"RT @NovelSci: This a reminder that election deniers in Brazil were re-platformed, and their claims were lent credibility. This is another o…",0,65,2023-01-09,22,en,True,[],,1612459926688866304
659,JsYuyu,,,,2019-06-21,642,18,39,False,RT @dubaipappi: @hey_wallet send 100 $BONK to the first 100 Follows and Retweets,0,26,2023-01-09,13,en,False,[],,1612459926680657924
660,teumayari,,,,2021-06-16,11071,520,471,False,atleast one of them plssss https://t.co/dXZY0Dt1HX,0,0,2023-01-09,6,en,False,[],,1612459926659698690
661,Jonoliva9,,,,2020-08-17,65726,657,868,False,RT @ruffydfire: Despite the frustration ensure you get your PVC.,0,1077,2023-01-09,10,en,False,[],,1612459926655324162
662,SystemReviewByU,,United States,,2016-02-02,9241,1133,3105,False,Use Old Wine Bottles to Water Your Houseplants https://t.co/Rh3OxiDa8L https://t.co/dMOQsrDRON,0,0,2023-01-09,10,en,False,[],[],1612459926655221760
663,chaiziii,,,,2016-01-09,3202,8,53,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4166,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459926651297792
664,ammakammaka,,"California, USA",,2017-05-05,37915,233,250,False,RT @TheGreatIsNate: I’ll give you two: https://t.co/ZsnGYX6c4l,0,4263,2023-01-09,7,en,True,[],[],1612459926651277312
665,MadNoisyPilgrim,,"Orillia & Barrie, ON, Canada",,2017-03-01,5690,100,232,False,"RT @Gerashchenko_en: When I see videos like these and eyes of our children...

This really shows the horrors of the war.

📹- https://t.co/k…",0,1967,2023-01-09,21,en,False,[],[],1612459926651035648
666,fluttrershy,,,,2022-04-02,2919,1149,451,False,RT @weezercalz: @fluttrershy You look like the autism creature,0,1,2023-01-09,9,en,False,[],,1612459926638526466
667,Klesmamba,,,,2009-10-14,12767,385,2243,False,RT @Arnoldcarling: Remember if all these people are going down having medical emergencies live on camera how many are going down not on cam…,0,9,2023-01-09,24,en,False,[],,1612459926621949952
668,ProtestingLove,,,,2020-01-14,49854,648,1685,False,RT @TweetsOfCats: smol https://t.co/prDs5eQ8bO,0,7583,2023-01-09,4,en,False,[],,1612459926609367040
669,cjjms_,,,,2013-12-22,427009,824,131,False,"RT @captainuwu: Doyoung 💬 ""I just came back from working out""

""With Jungwoo""

""Kkkkkkkk""

""Ah I'm so proud""

아 ㄱㅇㅇ ㅋㅋㅋ😆",0,104,2023-01-09,17,en,False,[],,1612459926600941574
670,alexotalks,,,,2011-01-10,70062,692,423,False,Who told me to wear this tiny bomber jacket when it’s still nippy outside 😮‍💨,0,0,2023-01-09,15,en,False,[],,1612459926600781828
671,1LanePH,,,,2020-09-05,4699,4872,63,False,"IC WTS LFB helping a friend

Born Pink in Bulacan fan made wristbands 

1pc- ₱90
2pcs or more- ₱70-75 ea
 
ETA: Feb 2nd week
*will proceed if we reach the min qty

DM or reply if interested! 
🏷 blackpink ph concert jisoo jennie rosé lisa
 
#BORNPINKinBULACAN #BLACKPINK https://t.co/29qh7K54f2",0,0,2023-01-09,44,en,False,"[{'text': 'BORNPINKinBULACAN', 'indices': [240, 258]}, {'text': 'BLACKPINK', 'indices': [259, 269]}]",,1612459926596775939
672,PaeppGot7still,,,,2019-08-03,6393,131,1376,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,2564,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459926596759552
673,Naphat512,,,,2018-03-10,217549,175,578,False,"RT @JINYOUNG: PARK JINYOUNG The 1st Album 
'Chapter 0: WITH'
TEASER PHOTO YOU ver.1

🔜2023.01.18(KST)

#박진영 #ParkJinYoung 
#Chapter0: #WITH…",0,4183,2023-01-09,16,en,False,"[{'text': '박진영', 'indices': [103, 107]}, {'text': 'ParkJinYoung', 'indices': [108, 121]}, {'text': 'Chapter0', 'indices': [123, 132]}, {'text': 'WITH', 'indices': [134, 139]}]",,1612459926592589824
674,SarajevoTimes,,Bosnia and Herzegovina,,2012-10-16,54627,10676,76,True,"In the midst of the War in Ukraine, Milorad Dodik awarded Vladimir Putin https://t.co/xABnd3vzjC via @SarajevoTimes",0,0,2023-01-09,16,en,False,[],[],1612459926588112896
675,JamesCravero,,"Iowa, USA",,2021-09-14,1911,30,180,False,RT @realBenLeBlanc: Literally the comments section https://t.co/Esl2osbIoN,0,566,2023-01-09,7,en,True,[],[],1612459926584164355
676,Natyamee04,,,,2022-02-28,407,4,40,False,"RT @yugyeom: [FOLLOW THE MOVEMENT]
WORLD TOUR 2023
Go🔥🔥🔥🐥🙌

https://t.co/RpYRXYphJ3

🌍EUROPE
Mar 3(FRI) BERLIN
Mar 5(SUN) PARIS
Mar 8(WED)…",0,6470,2023-01-09,12,en,False,[],,1612459926563196928
677,Jeantort1,,,,2020-11-27,22554,356,484,False,RT @TRecords_Fr: Rien...,0,1,2023-01-09,3,en,True,[],,1612459926554566656
678,heavystackhouse,,,,2018-04-06,1575,837,472,False,"Posted screenshots on the blue app and of course while most people love the shit it’s a few likes sprinkled in there …

That’s hate 😭😭",0,0,2023-01-09,25,en,False,[],,1612459926546153474
679,CurmeAugus,,,,2022-07-08,6552,0,0,False,having meat every1  Is reflected in her of a 0.0D9  #海口 #乌鲁木齐 #洛阳  https://t.co/eWIjrLyegY,0,0,2023-01-09,17,en,False,"[{'text': '海口', 'indices': [52, 55]}, {'text': '乌鲁木齐', 'indices': [56, 61]}, {'text': '洛阳', 'indices': [62, 65]}]",,1612459926538063873
680,dave0540,,,,2011-02-03,10182,207,2070,False,"RT @itsnotsoccerr2: new years giveaway 🎁 

3 lucky winners will win a 2022/23 shirt of choice / or £100 😍

To enter ⬇️

• like ❤️ 
• Retwee…",0,77,2023-01-09,26,en,False,[],,1612459926533865472
